Advance Scout	bro	001	Creature - Human Soldier Scout	common
Angelic Page	bro	002	Creature - Angel Spirit	common
Armored Pegasus	bro	003	Creature - Pegasus	common
Blinking Spirit	bro	004	Creature - Spirit	rare
Catastrophe	bro	005	Sorcery	rare
Disenchant	bro	006	Instant	common
Healing Salve	bro	007	Instant	common
Infantry Veteran	bro	008	Creature - Human Soldier	common
Land Tax	bro	009	Enchantment	uncommon
Master Decoy	bro	010	Creature - Human Soldier	common
Pacifism	bro	011	Enchantment - Aura	common
Sanctum Custodian	bro	012	Creature - Human Cleric	common
Sanctum Guardian	bro	013	Creature - Human Cleric	uncommon
Seasoned Marshal	bro	014	Creature - Human Soldier	uncommon
Soltari Foot Soldier	bro	015	Creature - Soltari Soldier	common
Songstitcher	bro	016	Creature - Human Cleric	uncommon
Soul Warden	bro	017	Creature - Human Cleric	common
Sun Clasp	bro	018	Enchantment - Aura	common
Swords to Plowshares	bro	019	Instant	uncommon
Wrath of God	bro	020	Sorcery	rare
Air Elemental	bro	021	Creature - Elemental	uncommon
Azure Drake	bro	022	Creature - Drake	uncommon
Control Magic	bro	023	Enchantment - Aura	uncommon
Counterspell	bro	024	Instant	common
Curfew	bro	025	Instant	common
Disruptive Student	bro	026	Creature - Human Wizard	common
Flood	bro	027	Enchantment	common
Man-o'-War	bro	028	Creature - Jellyfish	common
Mana Leak	bro	029	Instant	common
Manta Riders	bro	030	Creature - Merfolk	common
Opportunity	bro	031	Instant	uncommon
Prodigal Sorcerer	bro	032	Creature - Human Wizard	common
Ray of Command	bro	033	Instant	common
Wind Drake	bro	034	Creature - Drake	common
Windfall	bro	035	Sorcery	uncommon
Abyssal Specter	bro	036	Creature - Specter	uncommon
Cackling Fiend	bro	037	Creature - Zombie	common
Crazed Skirge	bro	038	Creature - Imp	uncommon
Dark Ritual	bro	039	Instant	common
Exhume	bro	040	Sorcery	common
Living Death	bro	041	Sorcery	rare
Nekrataal	bro	042	Creature - Human Assassin	uncommon
Pestilence	bro	043	Enchantment	uncommon
Phyrexian Ghoul	bro	044	Creature - Zombie	common
Reanimate	bro	045	Sorcery	uncommon
Sadistic Glee	bro	046	Enchantment - Aura	common
Sengir Vampire	bro	047	Creature - Vampire	uncommon
Sewer Rats	bro	048	Creature - Rat	common
Subversion	bro	049	Enchantment	rare
Syphon Soul	bro	050	Sorcery	common
Terror	bro	051	Instant	common
Unnerve	bro	052	Sorcery	common
Weakness	bro	053	Enchantment - Aura	common
Arc Lightning	bro	054	Sorcery	common
Fire Ants	bro	055	Creature - Insect	uncommon
Heat Ray	bro	056	Instant	common
Lightning Elemental	bro	057	Creature - Elemental	common
Maniacal Rage	bro	058	Enchantment - Aura	common
Raging Goblin	bro	059	Creature - Goblin Berserker	common
Rolling Thunder	bro	060	Sorcery	common
Shower of Sparks	bro	061	Instant	common
Steam Blast	bro	062	Sorcery	uncommon
Uthden Troll	bro	063	Creature - Troll	uncommon
Wall of Heat	bro	064	Creature - Wall	common
Wildfire Emissary	bro	065	Creature - Efreet	uncommon
Argothian Elder	bro	066	Creature - Elf Druid	uncommon
Broken Fall	bro	067	Enchantment	common
Dirtcowl Wurm	bro	068	Creature - Wurm	rare
Elvish Lyrist	bro	069	Creature - Elf	uncommon
Fecundity	bro	070	Enchantment	uncommon
Fertile Ground	bro	071	Enchantment - Aura	common
Giant Growth	bro	072	Instant	common
Gorilla Warrior	bro	073	Creature - Ape Warrior	common
Hurricane	bro	074	Sorcery	uncommon
Lhurgoyf	bro	075	Creature - Lhurgoyf	rare
Llanowar Elves	bro	076	Creature - Elf Druid	common
Pincher Beetles	bro	077	Creature - Insect	common
Plated Rootwalla	bro	078	Creature - Lizard	common
River Boa	bro	079	Creature - Snake	uncommon
Sandstorm	bro	080	Instant	common
Scaled Wurm	bro	081	Creature - Wurm	common
Scryb Sprites	bro	082	Creature - Faeries	common
Seeker of Skybreak	bro	083	Creature - Elf	common
Skyshroud Elite	bro	084	Creature - Elf	uncommon
Spike Colony	bro	085	Creature - Spike	common
Spike Feeder	bro	086	Creature - Spike	common
Spike Weaver	bro	087	Creature - Spike	rare
Spike Worker	bro	088	Creature - Spike	common
Symbiosis	bro	089	Instant	common
Tranquility	bro	090	Sorcery	common
Trumpeting Armodon	bro	091	Creature - Elephant	uncommon
Village Elder	bro	092	Creature - Human Druid	common
Cinder Marsh	bro	093	Land	uncommon
Drifting Meadow	bro	094	Land	common
Mogg Hollows	bro	095	Land	uncommon
Polluted Mire	bro	096	Land	common
Remote Isle	bro	097	Land	common
Slippery Karst	bro	098	Land	common
Thalakos Lowlands	bro	099	Land	uncommon
Vec Townships	bro	100	Land	uncommon
Plains	bro	101	Basic Land - Plains	unknow
Plains	bro	102	Basic Land - Plains	unknow
Plains	bro	103	Basic Land - Plains	unknow
Plains	bro	104	Basic Land - Plains	unknow
Plains	bro	105	Basic Land - Plains	unknow
Plains	bro	106	Basic Land - Plains	unknow
Plains	bro	107	Basic Land - Plains	unknow
Plains	bro	108	Basic Land - Plains	unknow
Plains	bro	109	Basic Land - Plains	unknow
Island	bro	110	Basic Land - Island	unknow
Island	bro	111	Basic Land - Island	unknow
Island	bro	112	Basic Land - Island	unknow
Island	bro	113	Basic Land - Island	unknow
Island	bro	114	Basic Land - Island	unknow
Swamp	bro	115	Basic Land - Swamp	unknow
Swamp	bro	116	Basic Land - Swamp	unknow
Swamp	bro	117	Basic Land - Swamp	unknow
Swamp	bro	118	Basic Land - Swamp	unknow
Mountain	bro	119	Basic Land - Mountain	unknow
Mountain	bro	120	Basic Land - Mountain	unknow
Mountain	bro	121	Basic Land - Mountain	unknow
Mountain	bro	122	Basic Land - Mountain	unknow
Mountain	bro	123	Basic Land - Mountain	unknow
Mountain	bro	124	Basic Land - Mountain	unknow
Mountain	bro	125	Basic Land - Mountain	unknow
Mountain	bro	126	Basic Land - Mountain	unknow
Mountain	bro	127	Basic Land - Mountain	unknow
Forest	bro	128	Basic Land - Forest	unknow
Forest	bro	129	Basic Land - Forest	unknow
Forest	bro	130	Basic Land - Forest	unknow
Forest	bro	131	Basic Land - Forest	unknow
Forest	bro	132	Basic Land - Forest	unknow
Forest	bro	133	Basic Land - Forest	unknow
Forest	bro	134	Basic Land - Forest	unknow
Forest	bro	135	Basic Land - Forest	unknow
Forest	bro	136	Basic Land - Forest	unknow
