Elspeth, Knight-Errant	evt	001	Planeswalker - Elspeth	mythic
Elite Vanguard	evt	002	Creature - Human Soldier	uncommon
Goldmeadow Harrier	evt	003	Creature - Kithkin Soldier	common
Infantry Veteran	evt	004	Creature - Human Soldier	common
Loyal Sentry	evt	005	Creature - Human Soldier	rare
Mosquito Guard	evt	006	Creature - Kithkin Soldier	common
Glory Seeker	evt	007	Creature - Human Soldier	common
Kor Skyfisher	evt	008	Creature - Kor Soldier	common
Temple Acolyte	evt	009	Creature - Human Cleric	common
Kor Aeronaut	evt	010	Creature - Kor Soldier	uncommon
Burrenton Bombardier	evt	011	Creature - Kithkin Soldier	common
Kor Hookmaster	evt	012	Creature - Kor Soldier	common
Kemba's Skyguard	evt	013	Creature - Cat Knight	common
Celestial Crusader	evt	014	Creature - Spirit	uncommon
Seasoned Marshal	evt	015	Creature - Human Soldier	uncommon
Conclave Phalanx	evt	016	Creature - Human Soldier	uncommon
Stormfront Riders	evt	017	Creature - Human Soldier	uncommon
Catapult Master	evt	018	Creature - Human Soldier	rare
Conclave Equenaut	evt	019	Creature - Human Soldier	common
Angel of Salvation	evt	020	Creature - Angel	rare
Sunlance	evt	021	Sorcery	common
Swords to Plowshares	evt	022	Instant	uncommon
Journey to Nowhere	evt	023	Enchantment	common
Mighty Leap	evt	024	Instant	common
Raise the Alarm	evt	025	Instant	common
Razor Barrier	evt	026	Instant	common
Crusade	evt	027	Enchantment	rare
Blinding Beam	evt	028	Instant	common
Abolish	evt	029	Instant	uncommon
Saltblast	evt	030	Sorcery	uncommon
Swell of Courage	evt	031	Instant	uncommon
Daru Encampment	evt	032	Land	uncommon
Kabira Crossroads	evt	033	Land	common
Rustic Clachan	evt	034	Land	rare
Plains	evt	035	Basic Land - Plains	unknow
Plains	evt	036	Basic Land - Plains	unknow
Plains	evt	037	Basic Land - Plains	unknow
Plains	evt	038	Basic Land - Plains	unknow
Tezzeret the Seeker	evt	039	Planeswalker - Tezzeret	mythic
Arcbound Worker	evt	040	Artifact Creature - Construct	common
Steel Wall	evt	041	Artifact Creature - Wall	common
Runed Servitor	evt	042	Artifact Creature - Construct	uncommon
Silver Myr	evt	043	Artifact Creature - Myr	common
Steel Overseer	evt	044	Artifact Creature - Construct	rare
Assembly-Worker	evt	045	Artifact Creature - Assembly-Worker	uncommon
Serrated Biskelion	evt	046	Artifact Creature - Construct	uncommon
Esperzoa	evt	047	Artifact Creature - Jellyfish	uncommon
Trinket Mage	evt	048	Creature - Human Wizard	common
Master of Etherium	evt	049	Artifact Creature - Vedalken Wizard	rare
Clockwork Condor	evt	050	Artifact Creature - Bird	common
Frogmite	evt	051	Artifact Creature - Frog	common
Juggernaut	evt	052	Artifact Creature - Juggernaut	uncommon
Synod Centurion	evt	053	Artifact Creature - Construct	uncommon
Faerie Mechanist	evt	054	Artifact Creature - Faerie Artificer	common
Clockwork Hydra	evt	055	Artifact Creature - Hydra	uncommon
Razormane Masticore	evt	056	Artifact Creature - Masticore	rare
Triskelion	evt	057	Artifact Creature - Construct	rare
Pentavus	evt	058	Artifact Creature - Construct	rare
Qumulox	evt	059	Creature - Beast	uncommon
Everflowing Chalice	evt	060	Artifact	uncommon
&AElig;ther Spellbomb	evt	061	Artifact	common
Elixir of Immortality	evt	062	Artifact	uncommon
Contagion Clasp	evt	063	Artifact	uncommon
Energy Chamber	evt	064	Artifact	uncommon
Trip Noose	evt	065	Artifact	uncommon
Echoing Truth	evt	066	Instant	common
Moonglove Extract	evt	067	Artifact	common
Thirst for Knowledge	evt	068	Instant	uncommon
Argivian Restoration	evt	069	Sorcery	uncommon
Foil	evt	070	Instant	uncommon
Thoughtcast	evt	071	Sorcery	common
Darksteel Citadel	evt	072	Artifact Land	common
Mishra's Factory	evt	073	Land	uncommon
Seat of the Synod	evt	074	Artifact Land	common
Stalking Stones	evt	075	Land	uncommon
Island	evt	076	Basic Land - Island	unknow
Island	evt	077	Basic Land - Island	unknow
Island	evt	078	Basic Land - Island	unknow
Island	evt	079	Basic Land - Island	unknow
Soldier	evt	080	Creature - Soldier	unknow
