Wood Elves	gat	001	Creature - Elf Scout	unknow
Icatian Javelineers	gat	002	Creature - Human Soldier	unknow
Fiery Temper	gat	003	Instant	unknow
Calciderm	gat	004	Creature - Beast	unknow
Boomerang	gat	005	Instant	unknow
Reckless Wurm	gat	006	Creature - Wurm	unknow
Yixlid Jailer	gat	007	Creature - Zombie Wizard	unknow
Zoetic Cavern	gat	008	Land	unknow
Llanowar Elves	gat	009	Creature - Elf Druid	unknow
Mogg Fanatic	gat	010	Creature - Goblin	unknow
Mind Stone	gat	011	Artifact	unknow
Dauntless Dourbark	gat	022	Creature - Treefolk Warrior	unknow
Lava Axe	gat	012	Sorcery	unknow
Cenn's Tactician	gat	013	Creature - Kithkin Soldier	unknow
Oona's Blackguard	gat	014	Creature - Faerie Rogue	unknow
Gravedigger	gat	017	Creature - Zombie	unknow
Boggart Ram-Gang	gat	016	Creature - Goblin Warrior	unknow
Wilt-Leaf Cavaliers	gat	015	Creature - Elf Knight	unknow
Duergar Hedge-Mage	gat	018	Creature - Dwarf Shaman	unknow
Selkie Hedge-Mage	gat	019	Creature - Merfolk Wizard	unknow
Sprouting Thrinax	gat	020	Creature - Lizard	unknow
Woolly Thoctar	gat	021	Creature - Beast	unknow
Path to Exile	gat	023	Instant	unknow
Hellspark Elemental	gat	024	Creature - Elemental	unknow
Marisi's Twinclaws	gat	025	Creature - Cat Warrior	unknow
Slave of Bolas	gat	026	Sorcery	unknow
Mycoid Shepherd	gat	027	Creature - Fungus	unknow
Naya Sojourners	gat	030	Creature - Elf Shaman	unknow
Mind Control	gat	028	Enchantment  -  Aura	unknow
Rise from the Grave	gat	029	Sorcery	unknow
Kor Duelist	gat	034	Creature - Kor Soldier	unknow
Vampire Nighthawk	gat	033	Creature - Vampire Shaman	unknow
Nissa's Chosen	gat	032	Creature - Elf Warrior	unknow
Emeria Angel	gat	031	Creature - Angel	unknow
Kor Firewalker	gat	036	Creature - Kor Soldier	unknow
Leatherback Baloth	gat	035	Creature - Beast	unknow
Hada Freeblade	gat	037	Creature - Human Soldier Ally	unknow
Kalastria Highborn	gat	038	Creature - Vampire Shaman	unknow
Syphon Mind	gat	043	Sorcery	unknow
Tazeem	gat	044	Plane - Zendikar	unknow
Celestine Reef	gat	045	Plane - Luvion	unknow
Horizon Boughs	gat	046	Plane - Pyrulea	unknow
Mirrored Depths	gat	047	Plane - Karsus	unknow
Tember City	gat	048	Plane - Kinshala	unknow
Pathrazer of Ulamog	gat	041	Creature - Eldrazi	unknow
Curse of Wizardry	gat	042	Enchantment	unknow
Staggershock	gat	039	Instant	unknow
Deathless Angel	gat	040	Creature - Angel	unknow
Fling	gat	051	Instant	unknow
Sylvan Ranger	gat	052	Creature - Elf Scout	unknow
Liliana's Specter	gat	053	Creature - Specter	unknow
Mitotic Slime	gat	054	Creature - Ooze	unknow
Plots That Span Centuries	gat	049	Scheme	unknow
Perhaps You've Met My Cohort	gat	050	Scheme	unknow
Your Inescapable Doom	gat	063	Ongoing Scheme	unknow
Drench the Soil in Their Blood	gat	072	Scheme	unknow
Imprison This Insolent Wretch	gat	064	Ongoing Scheme	unknow
Plague Stinger	gat	057	Creature - Insect Horror	unknow
Golem's Heart	gat	058	Artifact	unknow
Memnite	gat	059	Artifact Creature - Construct	unknow
Tempered Steel	gat	055	Enchantment	unknow
Skinrender	gat	056	Creature - Zombie	unknow
Master's Call	gat	065	Instant	unknow
Plague Myr	gat	062	Artifact Creature - Myr	unknow
Signal Pest	gat	066	Artifact Creature - Pest	unknow
Treasure Mage	gat	060	Creature - Human Wizard	unknow
Black Sun's Zenith	gat	061	Sorcery	unknow
Vault Skirge	gat	068	Artifact Creature - Imp	unknow
Maul Splicer	gat	067	Creature - Human Artificer	unknow
Shrine of Burning Rage	gat	071	Artifact	unknow
Priest of Urabrask	gat	069	Creature - Human Cleric	unknow
Myr Superion	gat	070	Artifact Creature - Myr	unknow
Tormented Soul	gat	077	Creature - Spirit	unknow
Auramancer	gat	076	Creature - Human Wizard	unknow
Circle of Flame	gat	075	Enchantment	unknow
Stormblood Berserker	gat	073	Creature - Human Berserker	unknow
Dungrove Elder	gat	074	Creature - Treefolk	unknow
Bloodcrazed Neonate	gat	078	Creature - Vampire	unknow
Curse of the Bloody Tome	gat	079	Enchantment - Aura Curse	unknow
Boneyard Wurm	gat	080	Creature - Wurm	unknow
Gather the Townsfolk	gat	081	Sorcery	unknow
Nearheath Stalker	gat	082	Creature - Vampire Rogue	unknow
Curse of Thirst	gat	083	Enchantment - Aura Curse	unknow
