Ancestor's Chosen	xth	001	Creature - Human Cleric	uncommon
Angel of Mercy	xth	002	Creature - Angel	uncommon
Angelic Blessing	xth	003	Sorcery	common
Angelic Chorus	xth	004	Enchantment	rare
Angelic Wall	xth	005	Creature - Wall	common
Aura of Silence	xth	006	Enchantment	uncommon
Aven Cloudchaser	xth	007	Creature - Bird Soldier	common
Ballista Squad	xth	008	Creature - Human Rebel	uncommon
Bandage	xth	009	Instant	common
Beacon of Immortality	xth	010	Instant	rare
Benalish Knight	xth	011	Creature - Human Knight	common
Cho-Manno, Revolutionary	xth	012	Legendary Creature - Human Rebel	rare
Condemn	xth	013	Instant	uncommon
Demystify	xth	014	Instant	common
Field Marshal	xth	015	Creature - Human Soldier	rare
Ghost Warden	xth	016	Creature - Spirit	common
Glorious Anthem	xth	017	Enchantment	rare
Hail of Arrows	xth	018	Instant	uncommon
Heart of Light	xth	019	Enchantment - Aura	common
High Ground	xth	020	Enchantment	uncommon
Holy Day	xth	021	Instant	common
Holy Strength	xth	022	Enchantment - Aura	common
Honor Guard	xth	023	Creature - Human Soldier	common
Icatian Priest	xth	024	Creature - Human Cleric	uncommon
Kjeldoran Royal Guard	xth	025	Creature - Human Soldier	rare
Loxodon Mystic	xth	026	Creature - Elephant Cleric	common
Loyal Sentry	xth	027	Creature - Human Soldier	rare
Luminesce	xth	028	Instant	uncommon
Mobilization	xth	029	Enchantment	rare
Nomad Mythmaker	xth	030	Creature - Human Nomad Cleric	rare
Pacifism	xth	031	Enchantment - Aura	common
Paladin en-Vec	xth	032	Creature - Human Knight	rare
Pariah	xth	033	Enchantment - Aura	rare
Reviving Dose	xth	034	Instant	common
Reya Dawnbringer	xth	035	Legendary Creature - Angel	rare
Righteousness	xth	036	Instant	rare
Rule of Law	xth	037	Enchantment	uncommon
Samite Healer	xth	038	Creature - Human Cleric	common
Serra Angel	xth	039	Creature - Angel	rare
Serra's Embrace	xth	040	Enchantment - Aura	uncommon
Skyhunter Patrol	xth	041	Creature - Cat Knight	common
Skyhunter Prowler	xth	042	Creature - Cat Knight	common
Skyhunter Skirmisher	xth	043	Creature - Cat Knight	uncommon
Soul Warden	xth	044	Creature - Human Cleric	uncommon
Spirit Link	xth	045	Enchantment - Aura	uncommon
Spirit Weaver	xth	046	Creature - Human Wizard	uncommon
Starlight Invoker	xth	047	Creature - Human Cleric Mutant	uncommon
Steadfast Guard	xth	048	Creature - Human Rebel	common
Story Circle	xth	049	Enchantment	rare
Suntail Hawk	xth	050	Creature - Bird	common
Tempest of Light	xth	051	Instant	uncommon
Treasure Hunter	xth	052	Creature - Human	uncommon
True Believer	xth	053	Creature - Human Cleric	rare
Tundra Wolves	xth	054	Creature - Wolf	common
Venerable Monk	xth	055	Creature - Human Monk Cleric	common
Voice of All	xth	056	Creature - Angel	rare
Wall of Swords	xth	057	Creature - Wall	uncommon
Warrior's Honor	xth	058	Instant	common
Wild Griffin	xth	059	Creature - Griffin	common
Windborn Muse	xth	060	Creature - Spirit	rare
Wrath of God	xth	061	Sorcery	rare
Youthful Knight	xth	062	Creature - Human Knight	common
Academy Researchers	xth	063	Creature - Human Wizard	uncommon
Air Elemental	xth	064	Creature - Elemental	uncommon
Ambassador Laquatus	xth	065	Legendary Creature - Merfolk Wizard	rare
Arcanis the Omnipotent	xth	066	Legendary Creature - Wizard	rare
Aura Graft	xth	067	Instant	uncommon
Aven Fisher	xth	068	Creature - Bird Soldier	common
Aven Windreader	xth	069	Creature - Bird Soldier Wizard	common
Boomerang	xth	070	Instant	common
Cancel	xth	071	Instant	common
Cephalid Constable	xth	072	Creature - Cephalid Wizard	rare
Clone	xth	073	Creature - Shapeshifter	rare
Cloud Elemental	xth	074	Creature - Elemental	common
Cloud Sprite	xth	075	Creature - Faerie	common
Counsel of the Soratami	xth	076	Sorcery	common
Crafty Pathmage	xth	077	Creature - Human Wizard	common
Dehydration	xth	078	Enchantment - Aura	common
Deluge	xth	079	Instant	uncommon
Denizen of the Deep	xth	080	Creature - Serpent	rare
Discombobulate	xth	081	Instant	uncommon
Dreamborn Muse	xth	082	Creature - Spirit	rare
Evacuation	xth	083	Instant	rare
Flashfreeze	xth	084	Instant	uncommon
Fog Elemental	xth	085	Creature - Elemental	uncommon
Fugitive Wizard	xth	086	Creature - Human Wizard	common
Horseshoe Crab	xth	087	Creature - Crab	common
Hurkyl's Recall	xth	088	Instant	rare
Lumengrid Warden	xth	089	Creature - Human Wizard	common
Mahamoti Djinn	xth	090	Creature - Djinn	rare
March of the Machines	xth	091	Enchantment	rare
Merfolk Looter	xth	092	Creature - Merfolk Rogue	common
Mind Bend	xth	093	Instant	rare
Peek	xth	094	Instant	common
Persuasion	xth	095	Enchantment - Aura	uncommon
Phantom Warrior	xth	096	Creature - Illusion Warrior	uncommon
Plagiarize	xth	097	Instant	rare
Puppeteer	xth	098	Creature - Human Wizard	uncommon
Reminisce	xth	099	Sorcery	uncommon
Remove Soul	xth	100	Instant	common
Robe of Mirrors	xth	101	Enchantment - Aura	common
Rootwater Commando	xth	102	Creature - Merfolk	common
Rootwater Matriarch	xth	103	Creature - Merfolk	rare
Sage Owl	xth	104	Creature - Bird	common
Scalpelexis	xth	105	Creature - Beast	rare
Sea Monster	xth	106	Creature - Serpent	common
Shimmering Wings	xth	107	Enchantment - Aura	common
Sift	xth	108	Sorcery	common
Sky Weaver	xth	109	Creature - Metathran Wizard	uncommon
Snapping Drake	xth	110	Creature - Drake	common
Spiketail Hatchling	xth	111	Creature - Drake	uncommon
Sunken Hope	xth	112	Enchantment	rare
Telepathy	xth	113	Enchantment	uncommon
Telling Time	xth	114	Instant	uncommon
Thieving Magpie	xth	115	Creature - Bird	uncommon
Tidings	xth	116	Sorcery	uncommon
Time Stop	xth	117	Instant	rare
Time Stretch	xth	118	Sorcery	rare
Traumatize	xth	119	Sorcery	rare
Twincast	xth	120	Instant	rare
Twitch	xth	121	Instant	common
Unsummon	xth	122	Instant	common
Vedalken Mastermind	xth	123	Creature - Vedalken Wizard	uncommon
Wall of Air	xth	124	Creature - Wall	uncommon
Afflict	xth	125	Instant	common
Agonizing Memories	xth	126	Sorcery	uncommon
Ascendant Evincar	xth	127	Legendary Creature - Vampire	rare
Assassinate	xth	128	Sorcery	common
Beacon of Unrest	xth	129	Sorcery	rare
Bog Wraith	xth	130	Creature - Wraith	uncommon
Consume Spirit	xth	131	Sorcery	uncommon
Contaminated Bond	xth	132	Enchantment - Aura	common
Cruel Edict	xth	133	Sorcery	uncommon
Deathmark	xth	134	Sorcery	uncommon
Diabolic Tutor	xth	135	Sorcery	uncommon
Distress	xth	136	Sorcery	common
Doomed Necromancer	xth	137	Creature - Human Cleric Mercenary	rare
Dross Crocodile	xth	138	Creature - Zombie Crocodile	common
Drudge Skeletons	xth	139	Creature - Skeleton	uncommon
Dusk Imp	xth	140	Creature - Imp	common
Essence Drain	xth	141	Sorcery	common
Fear	xth	142	Enchantment - Aura	common
Festering Goblin	xth	143	Creature - Zombie Goblin	common
Grave Pact	xth	144	Enchantment	rare
Graveborn Muse	xth	145	Creature - Zombie Spirit	rare
Gravedigger	xth	146	Creature - Zombie	common
Hate Weaver	xth	147	Creature - Zombie Wizard	uncommon
Head Games	xth	148	Sorcery	rare
Hidden Horror	xth	149	Creature - Horror	uncommon
Highway Robber	xth	150	Creature - Human Rogue Mercenary	common
Hypnotic Specter	xth	151	Creature - Specter	rare
Knight of Dusk	xth	152	Creature - Human Knight	uncommon
Looming Shade	xth	153	Creature - Shade	common
Lord of the Pit	xth	154	Creature - Demon	rare
Lord of the Undead	xth	155	Creature - Zombie	rare
Mass of Ghouls	xth	156	Creature - Zombie Warrior	common
Megrim	xth	157	Enchantment	uncommon
Midnight Ritual	xth	158	Sorcery	rare
Mind Rot	xth	159	Sorcery	common
Mortal Combat	xth	160	Enchantment	rare
Mortivore	xth	161	Creature - Lhurgoyf	rare
Nantuko Husk	xth	162	Creature - Zombie Insect	uncommon
Nekrataal	xth	163	Creature - Human Assassin	uncommon
Nightmare	xth	164	Creature - Nightmare Horse	rare
No Rest for the Wicked	xth	165	Enchantment	uncommon
Phage the Untouchable	xth	166	Legendary Creature - Zombie Minion	rare
Phyrexian Rager	xth	167	Creature - Horror	common
Plague Beetle	xth	168	Creature - Insect	common
Plague Wind	xth	169	Sorcery	rare
Rain of Tears	xth	170	Sorcery	uncommon
Ravenous Rats	xth	171	Creature - Rat	common
Recover	xth	172	Sorcery	common
Relentless Rats	xth	173	Creature - Rat	uncommon
Royal Assassin	xth	174	Creature - Human Assassin	rare
Scathe Zombies	xth	175	Creature - Zombie	common
Sengir Vampire	xth	176	Creature - Vampire	rare
Severed Legion	xth	177	Creature - Zombie	common
Sleeper Agent	xth	178	Creature - Minion	rare
Soul Feast	xth	179	Sorcery	uncommon
Spineless Thug	xth	180	Creature - Zombie Mercenary	common
Stronghold Discipline	xth	181	Sorcery	uncommon
Terror	xth	182	Instant	common
Thrull Surgeon	xth	183	Creature - Thrull	uncommon
Underworld Dreams	xth	184	Enchantment	rare
Unholy Strength	xth	185	Enchantment - Aura	common
Vampire Bats	xth	186	Creature - Bat	common
Anaba Bodyguard	xth	187	Creature - Minotaur	common
Arcane Teachings	xth	188	Enchantment - Aura	uncommon
Beacon of Destruction	xth	189	Instant	rare
Blaze	xth	190	Sorcery	uncommon
Bloodfire Colossus	xth	191	Creature - Giant	rare
Bloodrock Cyclops	xth	192	Creature - Cyclops	common
Bogardan Firefiend	xth	193	Creature - Elemental Spirit	common
Cone of Flame	xth	194	Sorcery	uncommon
Cryoclasm	xth	195	Sorcery	uncommon
Demolish	xth	196	Sorcery	common
Dragon Roost	xth	197	Enchantment	rare
Duct Crawler	xth	198	Creature - Insect	common
Earth Elemental	xth	199	Creature - Elemental	uncommon
Firebreathing	xth	200	Enchantment - Aura	common
Fists of the Anvil	xth	201	Instant	common
Flamewave Invoker	xth	202	Creature - Goblin Mutant	uncommon
Flowstone Slide	xth	203	Sorcery	rare
Furnace of Rath	xth	204	Enchantment	rare
Furnace Whelp	xth	205	Creature - Dragon	uncommon
Goblin Elite Infantry	xth	206	Creature - Goblin Warrior	common
Goblin King	xth	207	Creature - Goblin	rare
Goblin Lore	xth	208	Sorcery	uncommon
Goblin Piker	xth	209	Creature - Goblin Warrior	common
Goblin Sky Raider	xth	210	Creature - Goblin Warrior	common
Guerrilla Tactics	xth	211	Instant	uncommon
Hill Giant	xth	212	Creature - Giant	common
Incinerate	xth	213	Instant	common
Kamahl, Pit Fighter	xth	214	Legendary Creature - Human Barbarian	rare
Lava Axe	xth	215	Sorcery	common
Lavaborn Muse	xth	216	Creature - Spirit	rare
Lightning Elemental	xth	217	Creature - Elemental	common
Manabarbs	xth	218	Enchantment	rare
Mogg Fanatic	xth	219	Creature - Goblin	uncommon
