Day of Destiny	bek	021	Legendary Enchantment	rare
Empty-Shrine Kannushi	bek	023	Creature - Human Cleric	uncommon
Faithful Squire	bek	026	Cr&eacute;ature l&eacute;gendaire : esprit	uncommon
Final Judgment	bek	027	Sorcery	rare
Genju of the Fields	bek	038	Enchantment - Aura	uncommon
Heart of Light	bek	046	Enchantment - Aura	common
Hokori, Dust Drinker	bek	052	Legendary Creature - Spirit	rare
Hundred-Talon Strike	bek	054	Instant - Arcane	common
Indebted Samurai	bek	056	Creature - Human Samurai	uncommon
Kami of False Hope	bek	064	Creature - Spirit	common
Kami of Tattered Shoji	bek	065	Creature - Spirit	common
Kami of the Honored Dead	bek	066	Creature - Spirit	uncommon
Kentaro, the Smiling Cat	bek	067	Legendary Creature - Human Samurai	rare
Kitsune Palliator	bek	069	Creature - Fox Cleric	uncommon
Mending Hands	bek	080	Instant	common
Moonlit Strider	bek	085	Creature - Spirit	common
Opal-Eye, Konda's Yojimbo	bek	093	Legendary Creature - Fox Samurai	rare
Oyobi, Who Split the Heavens	bek	097	Legendary Creature - Spirit	rare
Patron of the Kitsune	bek	099	Legendary Creature - Spirit	rare
Scour	bek	117	Instant	uncommon
Shining Shoal	bek	120	Instant - Arcane	rare
Silverstorm Samurai	bek	127	Creature - Fox Samurai	common
Split-Tail Miko	bek	135	Creature - Fox Cleric	common
Takeno's Cavalry	bek	139	Creature - Human Samurai Archer	common
Tallowisp	bek	141	Creature - Spirit	uncommon
Terashi's Grasp	bek	144	Sorcery - Arcane	common
Terashi's Verdict	bek	145	Instant - Arcane	uncommon
Ward of Piety	bek	162	Enchantment - Aura	uncommon
Waxmane Baku	bek	163	Creature - Spirit	common
Yomiji, Who Bars the Way	bek	164	Legendary Creature - Spirit	rare
Callow Jushi	bek	014	Cr&eacute;ature l&eacute;gendaire : esprit	uncommon
Chisei, Heart of Oceans	bek	016	Legendary Creature - Spirit	rare
Disrupting Shoal	bek	022	Instant - Arcane	rare
Floodbringer	bek	030	Creature - Moonfolk Wizard	common
Genju of the Falls	bek	036	Enchantment - Aura	uncommon
Heed the Mists	bek	048	Sorcery - Arcane	uncommon
Higure, the Still Wind	bek	050	Legendary Creature - Human Ninja	rare
Jetting Glasskite	bek	062	Creature - Spirit	uncommon
Kaijin of the Vanishing Touch	bek	063	Creature - Spirit	uncommon
Kira, Great Glass-Spinner	bek	068	Legendary Creature - Spirit	rare
Minamo Sightbender	bek	081	Creature - Human Wizard	uncommon
Minamo's Meddling	bek	082	Instant	common
Mistblade Shinobi	bek	084	Creature - Human Ninja	common
Ninja of the Deep Hours	bek	088	Creature - Human Ninja	common
Patron of the Moon	bek	100	Legendary Creature - Spirit	rare
Phantom Wings	bek	104	Enchantment - Aura	common
Quash	bek	107	Instant	uncommon
Quillmane Baku	bek	108	Creature - Spirit	common
Reduce to Dreams	bek	109	Sorcery	rare
Ribbons of the Reikai	bek	110	Sorcery - Arcane	common
Shimmering Glasskite	bek	119	Creature - Spirit	common
Soratami Mindsweeper	bek	131	Creature - Moonfolk Wizard	uncommon
Stream of Consciousness	bek	137	Instant - Arcane	uncommon
Sway of the Stars	bek	138	Sorcery	rare
Teardrop Kami	bek	142	Creature - Spirit	common
Threads of Disloyalty	bek	147	Enchantment - Aura	rare
Toils of Night and Day	bek	150	Instant - Arcane	common
Tomorrow, Azami's Familiar	bek	151	Legendary Creature - Spirit	rare
Veil of Secrecy	bek	159	Instant - Arcane	common
Walker of Secret Ways	bek	161	Creature - Human Ninja	uncommon
Bile Urchin	bek	006	Creature - Spirit	common
Blessing of Leeches	bek	009	Enchantment - Aura	common
Call for Blood	bek	013	Instant - Arcane	common
Crawling Filth	bek	019	Creature - Spirit	common
Eradicate	bek	025	Sorcery	uncommon
Genju of the Fens	bek	037	Enchantment - Aura	uncommon
Goryo's Vengeance	bek	044	Instant - Arcane	rare
Hero's Demise	bek	049	Instant	rare
Hired Muscle	bek	051	Cr&eacute;ature l&eacute;gendaire : esprit	uncommon
Horobi's Whisper	bek	053	Instant - Arcane	common
Ink-Eyes, Servant of Oni	bek	057	Legendary Creature - Rat Ninja	rare
Kyoki, Sanity's Eclipse	bek	072	Legendary Creature - Demon Spirit	rare
Mark of the Oni	bek	078	Enchantment - Aura	uncommon
Nezumi Shadow-Watcher	bek	087	Creature - Rat Warrior	uncommon
Ogre Marauder	bek	090	Creature - Ogre Warrior	uncommon
Okiba-Gang Shinobi	bek	092	Creature - Rat Ninja	common
Patron of the Nezumi	bek	101	Legendary Creature - Spirit	rare
Psychic Spear	bek	105	Sorcery	common
Pus Kami	bek	106	Creature - Spirit	uncommon
Scourge of Numai	bek	118	Creature - Demon Spirit	uncommon
Shirei, Shizo's Caretaker	bek	122	Legendary Creature - Spirit	rare
Sickening Shoal	bek	126	Instant - Arcane	rare
Skullmane Baku	bek	128	Creature - Spirit	common
Skullsnatcher	bek	129	Creature - Rat Ninja	common
Stir the Grave	bek	136	Sorcery	common
Takenuma Bleeder	bek	140	Creature - Ogre Shaman	common
Three Tragedies	bek	148	Sorcery - Arcane	uncommon
Throat Slitter	bek	149	Creature - Rat Ninja	uncommon
Toshiro Umezawa	bek	153	Legendary Creature - Human Samurai	rare
Yukora, the Prisoner	bek	165	Legendary Creature - Demon Spirit	rare
Akki Blizzard-Herder	bek	001	Creature - Goblin Shaman	common
Akki Raider	bek	002	Creature - Goblin Warrior	uncommon
Ashen Monstrosity	bek	003	Creature - Spirit	uncommon
Aura Barbs	bek	004	Instant - Arcane	uncommon
Blademane Baku	bek	007	Creature - Spirit	common
Blazing Shoal	bek	008	Instant - Arcane	rare
Clash of Realities	bek	017	Enchantment	rare
Crack the Earth	bek	018	Sorcery - Arcane	common
Cunning Bandit	bek	020	Cr&eacute;ature l&eacute;gendaire : esprit	uncommon
First Volley	bek	028	Instant - Arcane	common
