Archon of Justice	eve	001	Creature - Archon	rare
Ballynock Trapper	eve	002	Creature - Kithkin Soldier	common
Cenn's Enlistment	eve	003	Sorcery	common
Endless Horizons	eve	004	Enchantment	rare
Endure	eve	005	Instant	uncommon
Flickerwisp	eve	006	Creature - Elemental	uncommon
Hallowed Burial	eve	007	Sorcery	rare
Kithkin Spellduster	eve	008	Creature - Kithkin Wizard	common
Kithkin Zealot	eve	009	Creature - Kithkin Cleric	common
Light from Within	eve	010	Enchantment	rare
Loyal Gyrfalcon	eve	011	Creature - Bird	uncommon
Patrol Signaler	eve	012	Creature - Kithkin Soldier	uncommon
Recumbent Bliss	eve	013	Enchantment - Aura	common
Spirit of the Hearth	eve	014	Creature - Cat Spirit	rare
Springjack Shepherd	eve	015	Creature - Kithkin Wizard	uncommon
Suture Spirit	eve	016	Creature - Spirit	uncommon
Banishing Knack	eve	017	Instant	common
Cache Raiders	eve	018	Creature - Merfolk Rogue	uncommon
Dream Fracture	eve	019	Instant	uncommon
Dream Thief	eve	020	Creature - Faerie Rogue	common
Glamerdye	eve	021	Instant	rare
Glen Elendra Archmage	eve	022	Creature - Faerie Wizard	rare
Idle Thoughts	eve	023	Enchantment	uncommon
Indigo Faerie	eve	024	Creature - Faerie Wizard	uncommon
Inundate	eve	025	Sorcery	rare
Merrow Levitator	eve	026	Creature - Merfolk Wizard	common
Oona's Grace	eve	027	Instant	common
Razorfin Abolisher	eve	028	Creature - Merfolk Wizard	uncommon
Sanity Grinding	eve	029	Sorcery	rare
Talonrend	eve	030	Creature - Elemental	uncommon
Wake Thrasher	eve	031	Creature - Merfolk Soldier	rare
Wilderness Hypnotist	eve	032	Creature - Merfolk Wizard	common
Ashling, the Extinguisher	eve	033	Legendary Creature - Elemental Shaman	rare
Creakwood Ghoul	eve	034	Creature - Plant Zombie	uncommon
Crumbling Ashes	eve	035	Enchantment	uncommon
Lingering Tormentor	eve	036	Creature - Spirit	uncommon
Merrow Bonegnawer	eve	037	Creature - Merfolk Rogue	common
Necroskitter	eve	038	Creature - Elemental	rare
Needle Specter	eve	039	Creature - Specter	rare
Nightmare Incursion	eve	040	Sorcery	rare
