Wasteland	rew	001	Land	unknow
Voidmage Prodigy	rew	002	Creature - Human Wizard	unknow
Powder Keg	rew	003	Artifact	unknow
Psychatog	rew	004	Creature - Atog	unknow
Terror	rew	005	Instant	unknow
Fireball	rew	006	Sorcery	unknow
Oxidize	rew	007	Instant	unknow
Mana Leak	rew	008	Instant	unknow
Reciprocate	rew	009	Instant	unknow
Hypnotic Specter	rew	010	Creature - Specter	unknow
Hinder	rew	011	Instant	unknow
Pyroclasm	rew	012	Sorcery	unknow
Putrefy	rew	013	Instant	unknow
Giant Growth	rew	014	Instant	unknow
Lightning Helix	rew	015	Instant	unknow
Zombify	rew	016	Sorcery	unknow
Mortify	rew	017	Instant	unknow
Condemn	rew	018	Instant	unknow
Wrath of God	rew	019	Sorcery	unknow
Psionic Blast	rew	020	Instant	unknow
Disenchant	rew	021	Instant	unknow
Cruel Edict	rew	022	Sorcery	unknow
Recollect	rew	023	Sorcery	unknow
Damnation	rew	024	Sorcery	unknow
Tidings	rew	025	Sorcery	unknow
Incinerate	rew	026	Instant	unknow
Harmonize	rew	027	Sorcery	unknow
Mana Tithe	rew	028	Instant	unknow
Ponder	rew	029	Sorcery	unknow
Corrupt	rew	030	Sorcery	unknow
Cryptic Command	rew	031	Instant	unknow
Flame Javelin	rew	032	Instant	unknow
Unmake	rew	033	Instant	unknow
Nameless Inversion	rew	034	Tribal Instant - Shapeshifter	unknow
Remove Soul	rew	035	Instant	unknow
Blightning	rew	036	Sorcery	unknow
Rampant Growth	rew	037	Sorcery	unknow
Negate	rew	038	Instant	unknow
Terminate	rew	039	Instant	unknow
Lightning Bolt	rew	040	Instant	unknow
Cancel	rew	041	Instant	unknow
Sign in Blood	rew	042	Sorcery	unknow
Infest	rew	043	Sorcery	unknow
Volcanic Fallout	rew	044	Instant	unknow
Celestial Purge	rew	045	Instant	unknow
Bituminous Blast	rew	046	Instant	unknow
Burst Lightning	rew	047	Instant	unknow
Harrow	rew	048	Instant	unknow
Day of Judgment	rew	049	Sorcery	unknow
Brave the Elements	rew	050	Instant	unknow
Doom Blade	rew	051	Instant	unknow
Treasure Hunt	rew	052	Sorcery	unknow
Searing Blaze	rew	053	Instant	unknow
