Akroma's Blessing	ons	001	Instant	uncommon
Akroma's Vengeance	ons	002	Sorcery	rare
Ancestor's Prophet	ons	003	Creature - Human Cleric	rare
Astral Slide	ons	004	Enchantment	uncommon
Aura Extraction	ons	005	Instant	uncommon
Aurification	ons	006	Enchantment	rare
Aven Brigadier	ons	007	Creature - Bird Soldier	rare
Aven Soulgazer	ons	008	Creature - Bird Cleric	uncommon
Battlefield Medic	ons	009	Creature - Human Cleric	common
Catapult Master	ons	010	Creature - Human Soldier	rare
Catapult Squad	ons	011	Creature - Human Soldier	uncommon
Chain of Silence	ons	012	Instant	uncommon
Circle of Solace	ons	013	Enchantment	rare
Convalescent Care	ons	014	Enchantment	rare
Crowd Favorites	ons	015	Creature - Human Soldier	uncommon
Crown of Awe	ons	016	Enchantment - Aura	common
Crude Rampart	ons	017	Creature - Wall	uncommon
Daru Cavalier	ons	018	Creature - Human Soldier	common
Daru Healer	ons	019	Creature - Human Cleric	common
Daru Lancer	ons	020	Creature - Human Soldier	common
Daunting Defender	ons	021	Creature - Human Cleric	common
Dawning Purist	ons	022	Creature - Human Cleric	uncommon
Defensive Maneuvers	ons	023	Instant	common
Demystify	ons	024	Instant	common
Disciple of Grace	ons	025	Creature - Human Cleric	common
Dive Bomber	ons	026	Creature - Bird Soldier	common
Doubtless One	ons	027	Creature - Cleric Avatar	uncommon
Exalted Angel	ons	028	Creature - Angel	rare
Foothill Guide	ons	029	Creature - Human Cleric	common
Glarecaster	ons	030	Creature - Bird Cleric	rare
Glory Seeker	ons	031	Creature - Human Soldier	common
Grassland Crusader	ons	032	Creature - Human Cleric Soldier	common
Gravel Slinger	ons	033	Creature - Human Soldier	common
Gustcloak Harrier	ons	034	Creature - Bird Soldier	common
Gustcloak Runner	ons	035	Creature - Human Soldier	common
Gustcloak Savior	ons	036	Creature - Bird Soldier	rare
Gustcloak Sentinel	ons	037	Creature - Human Soldier	uncommon
Gustcloak Skirmisher	ons	038	Creature - Bird Soldier	uncommon
Harsh Mercy	ons	039	Sorcery	rare
Improvised Armor	ons	040	Enchantment - Aura	uncommon
Inspirit	ons	041	Instant	uncommon
