Argivian Archaeologist	ant	002	Creature - Human Artificer	uncommon
Argivian Blacksmith	ant	003	Creature - Human Artificer	common
Artifact Ward	ant	009	Enchantment - Aura	common
Circle of Protection: Artifacts	ant	017	Enchantment	uncommon
Damping Field	ant	025	Enchantment	uncommon
Martyrs of Korlis	ant	041	Creature - Human	uncommon
Reverse Polarity	ant	062	Instant	common
Drafna's Restoration	ant	027	Sorcery	common
Energy Flux	ant	030	Enchantment	uncommon
Hurkyl's Recall	ant	038	Instant	uncommon
Power Artifact	ant	055	Enchantment - Aura	uncommon
Reconstruction	ant	061	Sorcery	common
Sage of Lat-Nam	ant	064	Creature - Human Artificer	common
Transmute Artifact	ant	078	Sorcery	uncommon
Artifact Possession	ant	008	Enchantment - Aura	common
Gate to Phyrexia	ant	033	Enchantment	uncommon
Haunting Wind	ant	037	Enchantment	uncommon
Phyrexian Gremlins	ant	054	Creature - Gremlin	common
Priest of Yawgmoth	ant	057	Creature - Human Cleric	common
Xenic Poltergeist	ant	097	Creature - Spirit	uncommon
Yawgmoth Demon	ant	098	Creature - Demon	uncommon
Artifact Blast	ant	007	Instant	common
Atog	ant	013	Creature - Atog	common
Detonate	ant	026	Sorcery	uncommon
Dwarven Weaponsmith	ant	029	Creature - Dwarf Artificer	uncommon
Goblin Artisans	ant	034	Creature - Goblin Artificer	uncommon
Orcish Mechanics	ant	052	Creature - Orc	common
Shatterstorm	ant	066	Sorcery	uncommon
Argothian Pixies	ant	004	Creature - Faerie	common
Argothian Treefolk	ant	005	Creature - Treefolk	common
Citanul Druid	ant	018	Creature - Human Druid	uncommon
Crumble	ant	023	Instant	common
Gaea's Avenger	ant	032	Creature - Treefolk	uncommon
Powerleech	ant	056	Enchantment	uncommon
Titania's Song	ant	077	Enchantment	uncommon
Amulet of Kroog	ant	001	Artifact	common
Armageddon Clock	ant	006	Artifact	uncommon
Ashnod's Altar	ant	010	Artifact	uncommon
Ashnod's Battle Gear	ant	011	Artifact	uncommon
Ashnod's Transmogrant	ant	012	Artifact	uncommon
Battering Ram	ant	014	Artifact Creature - Construct	common
Bronze Tablet	ant	015	Artifact	uncommon
Candelabra of Tawnos	ant	016	Artifact	uncommon
Clay Statue	ant	019	Artifact Creature - Golem	common
Clockwork Avian	ant	020	Artifact Creature - Bird	uncommon
Colossus of Sardia	ant	021	Artifact Creature - Golem	uncommon
Coral Helm	ant	022	Artifact	uncommon
Cursed Rack	ant	024	Artifact	common
Dragon Engine	ant	028	Artifact Creature - Construct	common
Feldon's Cane	ant	031	Artifact	common
Golgothian Sylex	ant	035	Artifact	uncommon
Grapeshot Catapult	ant	036	Artifact Creature - Construct	common
Ivory Tower	ant	039	Artifact	uncommon
Jalum Tome	ant	040	Artifact	uncommon
Mightstone	ant	042	Artifact	uncommon
Millstone	ant	043	Artifact	uncommon
Mishra's War Machine	ant	048	Artifact Creature - Juggernaut	uncommon
Obelisk of Undoing	ant	050	Artifact	uncommon
Onulet	ant	051	Artifact Creature - Construct	uncommon
Ornithopter	ant	053	Artifact Creature - Thopter	common
Primal Clay	ant	058	Artifact Creature - Shapeshifter	uncommon
Rakalite	ant	060	Artifact	uncommon
Rocket Launcher	ant	063	Artifact	uncommon
Shapeshifter	ant	065	Artifact Creature - Shapeshifter	uncommon
Staff of Zegon	ant	067	Artifact	common
Su-Chi	ant	071	Artifact Creature - Construct	uncommon
Tablet of Epityr	ant	072	Artifact	common
Tawnos's Coffin	ant	073	Artifact	uncommon
Tawnos's Wand	ant	074	Artifact	uncommon
Tawnos's Weaponry	ant	075	Artifact	uncommon
Tetravus	ant	076	Artifact Creature - Construct	uncommon
The Rack	ant	059	Artifact	uncommon
Triskelion	ant	079	Artifact Creature - Construct	uncommon
Urza's Avenger	ant	080	Artifact Creature - Shapeshifter	uncommon
Urza's Chalice	ant	081	Artifact	common
Urza's Miter	ant	086	Artifact	uncommon
Wall of Spears	ant	095	Artifact Creature - Wall	uncommon
Weakstone	ant	096	Artifact	uncommon
Yotian Soldier	ant	099	Artifact Creature - Soldier	common
Mishra's Factory	ant	044	Land	uncommon
Mishra's Factory	ant	045	Land	common
Mishra's Factory	ant	046	Land	uncommon
Mishra's Factory	ant	047	Land	uncommon
Mishra's Workshop	ant	049	Land	uncommon
Strip Mine	ant	068	Land	uncommon
Strip Mine	ant	069	Land	uncommon
Strip Mine	ant	070	Land	common
Strip Mine	ant	100	Land	uncommon
Urza's Mine	ant	082	Land - Urza's Mine	common
Urza's Mine	ant	083	Land - Urza's Mine	common
Urza's Mine	ant	084	Land - Urza's Mine	common
Urza's Mine	ant	085	Land - Urza's Mine	common
Urza's Power Plant	ant	087	Land - Urza's Power-Plant	common
Urza's Power Plant	ant	088	Land - Urza's Power-Plant	common
Urza's Power Plant	ant	089	Land - Urza's Power-Plant	common
Urza's Power Plant	ant	090	Land - Urza's Power-Plant	common
Urza's Tower	ant	091	Land - Urza's Tower	common
Urza's Tower	ant	092	Land - Urza's Tower	common
Urza's Tower	ant	093	Land - Urza's Tower	common
Urza's Tower	ant	094	Land - Urza's Tower	common
